Mechanism,Imputation_Method,Patient,MR,Accuracy,Precision,Recall,F1_Score
MNAR_m,HT,A7EM0B6,05,75.60975609756098,75.60975609756098,100.0,86.11111111111111
MNAR_m,HT,A7EM0B6,10,60.78431372549019,60.78431372549019,100.0,75.60975609756096
MNAR_m,HT,A7EM0B6,15,50.81967213114754,50.81967213114754,100.0,67.3913043478261
MNAR_m,HT,A7EM0B6,20,46.96969696969697,46.96969696969697,100.0,63.917525773195884
MNAR_m,HT,A7EM0B6,25,46.26865671641791,46.26865671641791,100.0,63.26530612244898
MNAR_m,HAT,A1ZJ41O,05,94.33962264150944,96.15384615384616,98.0392156862745,97.0873786407767
MNAR_m,HAT,A1ZJ41O,10,92.72727272727272,92.72727272727272,100.0,96.22641509433963
MNAR_m,HAT,A1ZJ41O,15,82.25806451612904,82.25806451612904,100.0,90.2654867256637
MNAR_m,HAT,A1ZJ41O,20,75.0,75.0,100.0,85.71428571428571
MNAR_m,HAT,A1ZJ41O,25,57.30337078651685,57.30337078651685,100.0,72.85714285714285
MNAR_m,HAT,AKXN5ZZ,05,88.4920634920635,88.4920634920635,100.0,93.89473684210526
MNAR_m,HAT,AKXN5ZZ,10,79.92831541218638,79.92831541218638,100.0,88.84462151394423
MNAR_m,HAT,AKXN5ZZ,15,74.33333333333333,74.33333333333333,100.0,85.27724665391969
MNAR_m,HAT,AKXN5ZZ,20,70.7936507936508,70.7936507936508,100.0,82.8996282527881
MNAR_m,HAT,AKXN5ZZ,25,70.12578616352201,70.12578616352201,100.0,82.43992606284658
MNAR_m,HAT,AAXAA7Z,05,96.55172413793103,98.24561403508771,98.24561403508771,98.24561403508771
MNAR_m,HAT,AAXAA7Z,10,94.87179487179486,97.36842105263158,97.36842105263158,97.36842105263158
MNAR_m,HAT,AAXAA7Z,15,94.87179487179486,97.36842105263158,97.36842105263158,97.36842105263158
MNAR_m,HAT,AAXAA7Z,20,94.87179487179486,97.36842105263158,97.36842105263158,97.36842105263158
MNAR_m,HAT,AAXAA7Z,25,90.0,94.73684210526315,94.73684210526315,94.73684210526315
MNAR_m,HAT,AA2KP1S,05,88.0,89.1891891891892,98.50746268656717,93.61702127659575
MNAR_m,HAT,AA2KP1S,10,84.81012658227847,84.81012658227847,100.0,91.78082191780821
MNAR_m,HAT,AA2KP1S,15,77.90697674418605,77.90697674418605,100.0,87.58169934640523
MNAR_m,HAT,AA2KP1S,20,77.01149425287356,77.01149425287356,100.0,87.01298701298703
MNAR_m,HAT,AA2KP1S,25,77.01149425287356,77.01149425287356,100.0,87.01298701298703
MNAR_m,HAT,APGIB2T,05,90.58823529411765,91.66666666666666,98.71794871794873,95.06172839506173
MNAR_m,HAT,APGIB2T,10,88.50574712643679,89.53488372093024,98.71794871794873,93.90243902439025
MNAR_m,HAT,APGIB2T,15,88.50574712643679,89.53488372093024,98.71794871794873,93.90243902439025
MNAR_m,HAT,APGIB2T,20,88.50574712643679,89.53488372093024,98.71794871794873,93.90243902439025
MNAR_m,HAT,APGIB2T,25,88.50574712643679,89.53488372093024,98.71794871794873,93.90243902439025
MNAR_m,HAT,AHYIJDV,05,88.88888888888889,88.88888888888889,100.0,94.11764705882352
MNAR_m,HAT,AHYIJDV,10,78.72340425531915,84.0909090909091,92.5,88.09523809523809
MNAR_m,HAT,AHYIJDV,15,67.3469387755102,78.57142857142857,82.5,80.48780487804876
MNAR_m,HAT,AHYIJDV,20,58.82352941176471,73.17073170731707,75.0,74.07407407407408
MNAR_m,HAT,AHYIJDV,25,33.33333333333333,52.77777777777778,47.5,50.0
MNAR_m,HAT,ASFODQR,05,100.0,100.0,100.0,100.0
MNAR_m,HAT,ASFODQR,10,100.0,100.0,100.0,100.0
MNAR_m,HAT,ASFODQR,15,100.0,100.0,100.0,100.0
MNAR_m,HAT,ASFODQR,20,98.18181818181819,99.08256880733946,99.08256880733946,99.08256880733946
MNAR_m,HAT,ASFODQR,25,96.3963963963964,98.1651376146789,98.1651376146789,98.1651376146789
MNAR_m,HAT,AUY8KYW,05,89.28571428571429,90.9090909090909,98.0392156862745,94.33962264150944
MNAR_m,HAT,AUY8KYW,10,80.32786885245902,83.05084745762711,96.07843137254902,89.0909090909091
MNAR_m,HAT,AUY8KYW,15,70.4225352112676,71.42857142857143,98.0392156862745,82.64462809917354
MNAR_m,HAT,AUY8KYW,20,63.51351351351351,67.14285714285714,92.15686274509804,77.68595041322314
MNAR_m,HAT,AUY8KYW,25,59.210526315789465,64.28571428571429,88.23529411764706,74.38016528925621
MNAR_m,HAT,A3OU183,05,80.0,80.0,100.0,88.8888888888889
MNAR_m,HAT,A3OU183,10,70.10309278350515,70.10309278350515,100.0,82.42424242424242
MNAR_m,HAT,A3OU183,15,59.64912280701754,59.64912280701754,100.0,74.72527472527472
MNAR_m,HAT,A3OU183,20,60.71428571428571,60.71428571428571,100.0,75.55555555555554
MNAR_m,HAT,A3OU183,25,64.15094339622641,64.15094339622641,100.0,78.16091954022988
MNAR_m,HAT,AOYM4KG,05,65.59139784946237,65.59139784946237,100.0,79.22077922077922
MNAR_m,HAT,AOYM4KG,10,53.98230088495575,53.98230088495575,100.0,70.11494252873563
MNAR_m,HAT,AOYM4KG,15,48.8,48.8,100.0,65.59139784946237
MNAR_m,HAT,AOYM4KG,20,40.54054054054054,40.816326530612244,98.36065573770492,57.6923076923077
MNAR_m,HAT,AOYM4KG,25,35.483870967741936,36.91275167785235,90.1639344262295,52.38095238095237
MNAR_m,HAT,AV2GF3B,05,86.72566371681415,86.72566371681415,100.0,92.89099526066352
MNAR_m,HAT,AV2GF3B,10,82.90598290598291,83.62068965517241,98.9795918367347,90.65420560747663
MNAR_m,HAT,AV2GF3B,15,79.33884297520662,80.67226890756302,97.95918367346938,88.47926267281106
MNAR_m,HAT,AV2GF3B,20,80.83333333333333,81.5126050420168,98.9795918367347,89.40092165898618
MNAR_m,HAT,AV2GF3B,25,76.42276422764228,78.99159663865547,95.91836734693877,86.63594470046083
MNAR_m,HAT,A0NVTRV,05,44.11764705882353,68.18181818181817,55.55555555555556,61.22448979591836
MNAR_m,HAT,A0NVTRV,10,44.776119402985074,69.76744186046511,55.55555555555556,61.85567010309278
MNAR_m,HAT,A0NVTRV,15,44.776119402985074,69.76744186046511,55.55555555555556,61.85567010309278
MNAR_m,HAT,A0NVTRV,20,45.45454545454545,71.42857142857143,55.55555555555556,62.500000000000014
MNAR_m,HAT,A0NVTRV,25,44.776119402985074,69.76744186046511,55.55555555555556,61.85567010309278
MNAR_m,HAT,A1K5DRI,05,57.89473684210527,57.89473684210527,100.0,73.33333333333334
MNAR_m,HAT,A1K5DRI,10,47.82608695652174,47.82608695652174,100.0,64.70588235294117
MNAR_m,HAT,A1K5DRI,15,45.83333333333333,45.83333333333333,100.0,62.857142857142854
MNAR_m,HAT,A1K5DRI,20,45.83333333333333,45.83333333333333,100.0,62.857142857142854
MNAR_m,HAT,A1K5DRI,25,44.0,44.0,100.0,61.111111111111114
MNAR_m,HAT,AYEFCWQ,05,56.52173913043478,100.0,56.52173913043478,72.22222222222221
MNAR_m,HAT,AYEFCWQ,10,44.927536231884055,100.0,44.927536231884055,62.0
MNAR_m,HAT,AYEFCWQ,15,18.84057971014493,100.0,18.84057971014493,31.70731707317073
MNAR_m,HAT,AYEFCWQ,20,1.4492753623188406,100.0,1.4492753623188406,2.857142857142857
MNAR_m,HAT,AYEFCWQ,25,0.0,0.0,0.0,0.0
MNAR_m,HAT,AMV7EQF,05,98.27586206896551,98.27586206896551,100.0,99.13043478260869
MNAR_m,HAT,AMV7EQF,10,93.22033898305084,96.49122807017544,96.49122807017544,96.49122807017544
MNAR_m,HAT,AMV7EQF,15,93.22033898305084,96.49122807017544,96.49122807017544,96.49122807017544
MNAR_m,HAT,AMV7EQF,20,88.52459016393442,93.10344827586206,94.73684210526315,93.91304347826087
MNAR_m,HAT,AMV7EQF,25,78.125,87.71929824561403,87.71929824561403,87.71929824561403
MNAR_m,HAT,AZIK4ZA,05,94.02985074626866,94.02985074626866,100.0,96.92307692307692
MNAR_m,HAT,AZIK4ZA,10,88.73239436619718,88.73239436619718,100.0,94.02985074626865
MNAR_m,HAT,AZIK4ZA,15,87.5,87.5,100.0,93.33333333333333
MNAR_m,HAT,AZIK4ZA,20,73.25581395348837,73.25581395348837,100.0,84.56375838926175
MNAR_m,HAT,AZIK4ZA,25,59.43396226415094,59.43396226415094,100.0,74.55621301775149
MNAR_m,HAT,AJWW3IY,05,97.31543624161074,98.63945578231292,98.63945578231292,98.63945578231292
MNAR_m,HAT,AJWW3IY,10,95.36423841059603,97.2972972972973,97.95918367346938,97.6271186440678
MNAR_m,HAT,AJWW3IY,15,96.0,97.95918367346938,97.95918367346938,97.95918367346938
MNAR_m,HAT,AJWW3IY,20,93.42105263157895,96.5986394557823,96.5986394557823,96.5986394557823
MNAR_m,HAT,AJWW3IY,25,93.42105263157895,96.5986394557823,96.5986394557823,96.5986394557823
MNAR_m,HAT,AX6281V,05,93.5064935064935,93.5064935064935,100.0,96.64429530201343
MNAR_m,HAT,AX6281V,10,82.75862068965517,82.75862068965517,100.0,90.56603773584906
MNAR_m,HAT,AX6281V,15,77.41935483870968,77.41935483870968,100.0,87.27272727272727
MNAR_m,HAT,AX6281V,20,75.26881720430107,76.92307692307693,97.22222222222221,85.88957055214725
MNAR_m,HAT,AX6281V,25,73.03370786516854,79.26829268292683,90.27777777777779,84.4155844155844
MNAR_m,HAT,AYWIEKR,05,96.11650485436894,98.01980198019803,98.01980198019803,98.01980198019803
MNAR_m,HAT,AYWIEKR,10,95.14563106796116,98.0,97.02970297029702,97.51243781094527
MNAR_m,HAT,AYWIEKR,15,96.07843137254902,98.98989898989899,97.02970297029702,98.0
MNAR_m,HAT,AYWIEKR,20,91.2621359223301,97.91666666666666,93.06930693069307,95.43147208121827
MNAR_m,HAT,AYWIEKR,25,89.32038834951457,97.87234042553192,91.0891089108911,94.35897435897435
MNAR_m,HAT,ATHKM6V,05,69.0909090909091,69.0909090909091,100.0,81.72043010752688
MNAR_m,HAT,ATHKM6V,10,64.40677966101694,64.40677966101694,100.0,78.35051546391752
MNAR_m,HAT,ATHKM6V,15,64.40677966101694,64.40677966101694,100.0,78.35051546391752
MNAR_m,HAT,ATHKM6V,20,64.40677966101694,64.40677966101694,100.0,78.35051546391752
MNAR_m,HAT,ATHKM6V,25,64.40677966101694,64.40677966101694,100.0,78.35051546391752
MNAR_m,HAT,AFPB8J2,05,89.7196261682243,91.42857142857143,97.95918367346938,94.58128078817734
MNAR_m,HAT,AFPB8J2,10,73.68421052631578,73.68421052631578,100.0,84.84848484848484
MNAR_m,HAT,AFPB8J2,15,66.66666666666666,66.66666666666666,100.0,80.0
MNAR_m,HAT,AFPB8J2,20,61.63522012578616,61.63522012578616,100.0,76.26459143968873
MNAR_m,HAT,AFPB8J2,25,62.0253164556962,62.0253164556962,100.0,76.5625
MNAR_m,HAT,A0VFT1N,05,98.0,98.0,100.0,98.98989898989899
MNAR_m,HAT,A0VFT1N,10,98.0,98.0,100.0,98.98989898989899
MNAR_m,HAT,A0VFT1N,15,97.02970297029702,97.02970297029702,100.0,98.49246231155779
MNAR_m,HAT,A0VFT1N,20,98.0,98.0,100.0,98.98989898989899
MNAR_m,HAT,A0VFT1N,25,98.0,98.0,100.0,98.98989898989899
MNAR_m,HAT,AURCTAK,05,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,HAT,AURCTAK,10,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,HAT,AURCTAK,15,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,HAT,AURCTAK,20,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,HAT,AURCTAK,25,87.27272727272727,88.88888888888889,97.95918367346938,93.20388349514563
MNAR_m,HAT,A36HR6Y,05,42.857142857142854,42.857142857142854,100.0,60.0
MNAR_m,HAT,A36HR6Y,10,36.0,36.0,100.0,52.94117647058824
MNAR_m,HAT,A36HR6Y,15,40.909090909090914,40.909090909090914,100.0,58.06451612903226
MNAR_m,HAT,A36HR6Y,20,36.0,36.0,100.0,52.94117647058824
MNAR_m,HAT,A36HR6Y,25,37.5,37.5,100.0,54.54545454545454
MNAR_m,HAT,A4E0D03,05,89.83050847457628,96.36363636363636,92.98245614035088,94.64285714285715
MNAR_m,HAT,A4E0D03,10,85.0,94.44444444444444,89.47368421052632,91.8918918918919
MNAR_m,HAT,A4E0D03,15,75.40983606557377,92.0,80.7017543859649,85.98130841121495
MNAR_m,HAT,A4E0D03,20,73.33333333333333,93.61702127659575,77.19298245614034,84.61538461538461
MNAR_m,HAT,A4E0D03,25,70.96774193548387,89.79591836734694,77.19298245614034,83.01886792452831
MNAR_m,HAT,AJMQUVV,05,92.6829268292683,95.0,97.43589743589743,96.20253164556962
MNAR_m,HAT,AJMQUVV,10,92.85714285714286,92.85714285714286,100.0,96.2962962962963
MNAR_m,HAT,AJMQUVV,15,75.25773195876289,79.34782608695652,93.58974358974359,85.88235294117646
MNAR_m,HAT,AJMQUVV,20,74.48979591836735,78.49462365591397,93.58974358974359,85.38011695906432
MNAR_m,HAT,AJMQUVV,25,75.0,77.31958762886599,96.15384615384616,85.71428571428571
MNAR_m,HAT,A4G0044,05,97.53086419753086,98.75,98.75,98.75
MNAR_m,HAT,A4G0044,10,95.1219512195122,97.5,97.5,97.5
MNAR_m,HAT,A4G0044,15,95.1219512195122,97.5,97.5,97.5
MNAR_m,HAT,A4G0044,20,90.47619047619048,95.0,95.0,95.0
MNAR_m,HAT,A4G0044,25,81.81818181818183,90.0,90.0,90.0
MNAR_m,HAT,AIFDJZB,05,85.29411764705883,85.29411764705883,100.0,92.06349206349206
MNAR_m,HAT,AIFDJZB,10,67.44186046511628,67.44186046511628,100.0,80.55555555555556
MNAR_m,HAT,AIFDJZB,15,46.03174603174603,46.03174603174603,100.0,63.04347826086957
MNAR_m,HAT,AIFDJZB,20,46.03174603174603,46.03174603174603,100.0,63.04347826086957
MNAR_m,HAT,AIFDJZB,25,44.61538461538462,44.61538461538462,100.0,61.702127659574465
MNAR_m,HAT,AQC0L71,05,90.47619047619048,90.47619047619048,100.0,95.0
MNAR_m,HAT,AQC0L71,10,88.37209302325581,88.37209302325581,100.0,93.82716049382717
MNAR_m,HAT,AQC0L71,15,86.36363636363636,86.36363636363636,100.0,92.68292682926828
MNAR_m,HAT,AQC0L71,20,79.16666666666666,79.16666666666666,100.0,88.37209302325581
MNAR_m,HAT,AQC0L71,25,55.072463768115945,55.072463768115945,100.0,71.02803738317756
MNAR_m,HAT,A7EM0B6,05,83.78378378378379,83.78378378378379,100.0,91.1764705882353
MNAR_m,HAT,A7EM0B6,10,79.48717948717949,79.48717948717949,100.0,88.57142857142858
MNAR_m,HAT,A7EM0B6,15,52.54237288135594,52.54237288135594,100.0,68.8888888888889
MNAR_m,HAT,A7EM0B6,20,50.0,50.0,100.0,66.66666666666666
MNAR_m,HAT,A7EM0B6,25,38.75,38.75,100.0,55.855855855855864
MNAR_m,MLP,A1ZJ41O,05,92.72727272727272,92.72727272727272,100.0,96.22641509433963
MNAR_m,MLP,A1ZJ41O,10,75.0,75.0,100.0,85.71428571428571
MNAR_m,MLP,A1ZJ41O,15,49.51456310679612,49.51456310679612,100.0,66.23376623376623
MNAR_m,MLP,A1ZJ41O,20,49.51456310679612,49.51456310679612,100.0,66.23376623376623
MNAR_m,MLP,A1ZJ41O,25,51.515151515151516,51.515151515151516,100.0,68.0
MNAR_m,MLP,AKXN5ZZ,05,79.07801418439716,79.07801418439716,100.0,88.31683168316832
MNAR_m,MLP,AKXN5ZZ,10,71.93548387096774,71.93548387096774,100.0,83.67729831144466
MNAR_m,MLP,AKXN5ZZ,15,70.34700315457413,70.34700315457413,100.0,82.59259259259258
MNAR_m,MLP,AKXN5ZZ,20,72.87581699346404,72.87581699346404,100.0,84.31001890359168
MNAR_m,MLP,AKXN5ZZ,25,75.0,75.2542372881356,99.55156950672645,85.71428571428572
MNAR_m,MLP,AAXAA7Z,05,96.55172413793103,98.24561403508771,98.24561403508771,98.24561403508771
MNAR_m,MLP,AAXAA7Z,10,94.87179487179486,97.36842105263158,97.36842105263158,97.36842105263158
MNAR_m,MLP,AAXAA7Z,15,91.59663865546219,95.6140350877193,95.6140350877193,95.6140350877193
MNAR_m,MLP,AAXAA7Z,20,94.0677966101695,96.52173913043478,97.36842105263158,96.94323144104806
MNAR_m,MLP,AAXAA7Z,25,91.59663865546219,95.6140350877193,95.6140350877193,95.6140350877193
MNAR_m,MLP,AA2KP1S,05,84.81012658227847,84.81012658227847,100.0,91.78082191780821
MNAR_m,MLP,AA2KP1S,10,79.76190476190477,79.76190476190477,100.0,88.74172185430463
MNAR_m,MLP,AA2KP1S,15,78.82352941176471,78.82352941176471,100.0,88.15789473684211
MNAR_m,MLP,AA2KP1S,20,78.82352941176471,78.82352941176471,100.0,88.15789473684211
MNAR_m,MLP,AA2KP1S,25,80.72289156626506,80.72289156626506,100.0,89.33333333333333
MNAR_m,MLP,APGIB2T,05,92.7710843373494,93.90243902439023,98.71794871794873,96.25
MNAR_m,MLP,APGIB2T,10,96.25,97.46835443037975,98.71794871794873,98.0891719745223
MNAR_m,MLP,APGIB2T,15,93.82716049382715,96.20253164556962,97.43589743589743,96.81528662420382
MNAR_m,MLP,APGIB2T,20,84.70588235294117,91.13924050632912,92.3076923076923,91.71974522292994
MNAR_m,MLP,APGIB2T,25,83.52941176470588,91.02564102564102,91.02564102564102,91.02564102564102
MNAR_m,MLP,AHYIJDV,05,88.88888888888889,88.88888888888889,100.0,94.11764705882352
MNAR_m,MLP,AHYIJDV,10,65.3061224489796,78.04878048780488,80.0,79.01234567901236
MNAR_m,MLP,AHYIJDV,15,38.88888888888889,60.0,52.5,56.00000000000001
MNAR_m,MLP,AHYIJDV,20,25.0,40.0,40.0,40.00000000000001
MNAR_m,MLP,AHYIJDV,25,52.83018867924528,68.29268292682927,70.0,69.13580246913581
MNAR_m,MLP,ASFODQR,05,100.0,100.0,100.0,100.0
MNAR_m,MLP,ASFODQR,10,100.0,100.0,100.0,100.0
MNAR_m,MLP,ASFODQR,15,96.3963963963964,98.1651376146789,98.1651376146789,98.1651376146789
MNAR_m,MLP,ASFODQR,20,94.64285714285714,97.24770642201835,97.24770642201835,97.24770642201835
MNAR_m,MLP,ASFODQR,25,87.93103448275862,93.57798165137615,93.57798165137615,93.57798165137615
MNAR_m,MLP,AUY8KYW,05,89.47368421052632,89.47368421052632,100.0,94.44444444444444
MNAR_m,MLP,AUY8KYW,10,74.6268656716418,75.75757575757575,98.0392156862745,85.47008547008548
MNAR_m,MLP,AUY8KYW,15,70.0,72.05882352941177,96.07843137254902,82.3529411764706
MNAR_m,MLP,AUY8KYW,20,66.66666666666666,69.56521739130434,94.11764705882352,80.0
MNAR_m,MLP,AUY8KYW,25,53.52112676056338,65.51724137931035,74.50980392156863,69.72477064220183
MNAR_m,MLP,A3OU183,05,83.9506172839506,83.9506172839506,100.0,91.2751677852349
MNAR_m,MLP,A3OU183,10,59.130434782608695,59.130434782608695,100.0,74.31693989071037
MNAR_m,MLP,A3OU183,15,57.6271186440678,57.6271186440678,100.0,73.11827956989248
MNAR_m,MLP,A3OU183,20,58.77192982456141,59.29203539823009,98.52941176470588,74.03314917127072
MNAR_m,MLP,A3OU183,25,57.26495726495726,57.758620689655174,98.52941176470588,72.82608695652173
MNAR_m,MLP,AOYM4KG,05,78.2051282051282,78.2051282051282,100.0,87.76978417266189
MNAR_m,MLP,AOYM4KG,10,62.244897959183675,62.244897959183675,100.0,76.72955974842766
MNAR_m,MLP,AOYM4KG,15,53.98230088495575,53.98230088495575,100.0,70.11494252873563
MNAR_m,MLP,AOYM4KG,20,51.26050420168067,51.26050420168067,100.0,67.77777777777777
MNAR_m,MLP,AOYM4KG,25,46.09375,46.82539682539682,96.72131147540983,63.101604278074866
MNAR_m,MLP,AV2GF3B,05,93.33333333333333,93.33333333333333,100.0,96.55172413793103
MNAR_m,MLP,AV2GF3B,10,89.7196261682243,91.42857142857143,97.95918367346938,94.58128078817734
MNAR_m,MLP,AV2GF3B,15,86.91588785046729,91.17647058823529,94.89795918367348,93.00000000000001
MNAR_m,MLP,AV2GF3B,20,82.56880733944955,89.10891089108911,91.83673469387756,90.45226130653266
MNAR_m,MLP,AV2GF3B,25,78.18181818181819,87.75510204081633,87.75510204081633,87.75510204081631
MNAR_m,MLP,A0NVTRV,05,44.11764705882353,68.18181818181817,55.55555555555556,61.22448979591836
MNAR_m,MLP,A0NVTRV,10,44.11764705882353,68.18181818181817,55.55555555555556,61.22448979591836
MNAR_m,MLP,A0NVTRV,15,42.25352112676056,63.829787234042556,55.55555555555556,59.4059405940594
MNAR_m,MLP,A0NVTRV,20,44.11764705882353,68.18181818181817,55.55555555555556,61.22448979591836
MNAR_m,MLP,A0NVTRV,25,42.25352112676056,63.829787234042556,55.55555555555556,59.4059405940594
MNAR_m,MLP,A1K5DRI,05,52.38095238095239,52.38095238095239,100.0,68.75000000000001
MNAR_m,MLP,A1K5DRI,10,44.89795918367347,44.89795918367347,100.0,61.97183098591549
MNAR_m,MLP,A1K5DRI,15,44.0,44.0,100.0,61.111111111111114
MNAR_m,MLP,A1K5DRI,20,44.0,44.0,100.0,61.111111111111114
MNAR_m,MLP,A1K5DRI,25,44.0,44.0,100.0,61.111111111111114
MNAR_m,MLP,AYEFCWQ,05,71.01449275362319,100.0,71.01449275362319,83.05084745762711
MNAR_m,MLP,AYEFCWQ,10,36.231884057971016,100.0,36.231884057971016,53.191489361702125
MNAR_m,MLP,AYEFCWQ,15,46.3768115942029,100.0,46.3768115942029,63.366336633663366
MNAR_m,MLP,AYEFCWQ,20,31.428571428571427,95.65217391304348,31.88405797101449,47.82608695652174
MNAR_m,MLP,AYEFCWQ,25,26.25,65.625,30.434782608695656,41.584158415841586
MNAR_m,MLP,AMV7EQF,05,96.55172413793103,98.24561403508771,98.24561403508771,98.24561403508771
MNAR_m,MLP,AMV7EQF,10,91.66666666666666,94.82758620689656,96.49122807017544,95.65217391304347
MNAR_m,MLP,AMV7EQF,15,90.0,94.73684210526315,94.73684210526315,94.73684210526315
MNAR_m,MLP,AMV7EQF,20,72.72727272727273,84.21052631578947,84.21052631578947,84.21052631578947
MNAR_m,MLP,AMV7EQF,25,67.64705882352942,80.7017543859649,80.7017543859649,80.7017543859649
MNAR_m,MLP,AZIK4ZA,05,85.13513513513513,85.13513513513513,100.0,91.97080291970804
MNAR_m,MLP,AZIK4ZA,10,82.89473684210526,82.89473684210526,100.0,90.64748201438849
MNAR_m,MLP,AZIK4ZA,15,79.74683544303798,79.74683544303798,100.0,88.73239436619718
MNAR_m,MLP,AZIK4ZA,20,75.0,75.0,100.0,85.71428571428571
MNAR_m,MLP,AZIK4ZA,25,73.17073170731707,75.9493670886076,95.23809523809523,84.50704225352112
MNAR_m,MLP,AJWW3IY,05,96.66666666666667,97.97297297297297,98.63945578231292,98.3050847457627
MNAR_m,MLP,AJWW3IY,10,94.70198675496688,97.27891156462584,97.27891156462584,97.27891156462584
MNAR_m,MLP,AJWW3IY,15,93.42105263157895,96.5986394557823,96.5986394557823,96.5986394557823
MNAR_m,MLP,AJWW3IY,20,92.81045751633987,95.94594594594594,96.5986394557823,96.27118644067795
MNAR_m,MLP,AJWW3IY,25,93.42105263157895,96.5986394557823,96.5986394557823,96.5986394557823
MNAR_m,MLP,AX6281V,05,90.0,90.0,100.0,94.73684210526316
MNAR_m,MLP,AX6281V,10,84.70588235294117,84.70588235294117,100.0,91.71974522292993
MNAR_m,MLP,AX6281V,15,84.70588235294117,84.70588235294117,100.0,91.71974522292993
MNAR_m,MLP,AX6281V,20,80.0,80.0,100.0,88.8888888888889
MNAR_m,MLP,AX6281V,25,74.71264367816092,81.25,90.27777777777779,85.52631578947368
MNAR_m,MLP,AYWIEKR,05,94.28571428571428,96.11650485436894,98.01980198019803,97.05882352941177
MNAR_m,MLP,AYWIEKR,10,90.65420560747664,94.1747572815534,96.03960396039604,95.09803921568628
MNAR_m,MLP,AYWIEKR,15,77.31092436974791,83.63636363636363,91.0891089108911,87.20379146919431
MNAR_m,MLP,AYWIEKR,20,73.10924369747899,82.85714285714286,86.13861386138613,84.46601941747574
MNAR_m,MLP,AYWIEKR,25,78.57142857142857,88.88888888888889,87.12871287128714,88.0
MNAR_m,MLP,ATHKM6V,05,66.66666666666666,66.66666666666666,100.0,80.0
MNAR_m,MLP,ATHKM6V,10,64.40677966101694,64.40677966101694,100.0,78.35051546391752
MNAR_m,MLP,ATHKM6V,15,65.51724137931035,65.51724137931035,100.0,79.16666666666666
MNAR_m,MLP,ATHKM6V,20,64.40677966101694,64.40677966101694,100.0,78.35051546391752
MNAR_m,MLP,ATHKM6V,25,64.40677966101694,64.40677966101694,100.0,78.35051546391752
MNAR_m,MLP,AFPB8J2,05,84.48275862068965,84.48275862068965,100.0,91.58878504672897
MNAR_m,MLP,AFPB8J2,10,68.53146853146853,68.53146853146853,100.0,81.32780082987551
MNAR_m,MLP,AFPB8J2,15,64.90066225165563,64.90066225165563,100.0,78.714859437751
MNAR_m,MLP,AFPB8J2,20,62.42038216560509,62.42038216560509,100.0,76.86274509803923
MNAR_m,MLP,AFPB8J2,25,59.756097560975604,59.756097560975604,100.0,74.8091603053435
MNAR_m,MLP,A0VFT1N,05,98.0,98.0,100.0,98.98989898989899
MNAR_m,MLP,A0VFT1N,10,98.0,98.0,100.0,98.98989898989899
MNAR_m,MLP,A0VFT1N,15,98.0,98.0,100.0,98.98989898989899
MNAR_m,MLP,A0VFT1N,20,98.0,98.0,100.0,98.98989898989899
MNAR_m,MLP,A0VFT1N,25,97.02970297029702,97.02970297029702,100.0,98.49246231155779
MNAR_m,MLP,AURCTAK,05,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,MLP,AURCTAK,10,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,MLP,AURCTAK,15,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,MLP,AURCTAK,20,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,MLP,AURCTAK,25,90.74074074074075,90.74074074074075,100.0,95.14563106796116
MNAR_m,MLP,A36HR6Y,05,42.857142857142854,42.857142857142854,100.0,60.0
MNAR_m,MLP,A36HR6Y,10,39.130434782608695,39.130434782608695,100.0,56.25
MNAR_m,MLP,A36HR6Y,15,34.61538461538461,34.61538461538461,100.0,51.42857142857142
MNAR_m,MLP,A36HR6Y,20,29.03225806451613,29.03225806451613,100.0,45.00000000000001
MNAR_m,MLP,A36HR6Y,25,25.0,25.0,100.0,40.0
MNAR_m,MLP,A4E0D03,05,80.32786885245902,92.45283018867924,85.96491228070175,89.0909090909091
MNAR_m,MLP,A4E0D03,10,77.41935483870968,90.56603773584906,84.21052631578947,87.27272727272727
MNAR_m,MLP,A4E0D03,15,73.33333333333333,93.61702127659575,77.19298245614034,84.61538461538461
MNAR_m,MLP,A4E0D03,20,65.51724137931035,97.43589743589743,66.66666666666666,79.16666666666666
MNAR_m,MLP,A4E0D03,25,66.66666666666666,100.0,66.66666666666666,80.0
MNAR_m,MLP,AJMQUVV,05,86.20689655172413,89.28571428571429,96.15384615384616,92.5925925925926
MNAR_m,MLP,AJMQUVV,10,89.65517241379311,89.65517241379311,100.0,94.54545454545455
MNAR_m,MLP,AJMQUVV,15,84.61538461538461,85.55555555555556,98.71794871794873,91.66666666666666
MNAR_m,MLP,AJMQUVV,20,76.47058823529412,76.47058823529412,100.0,86.66666666666666
MNAR_m,MLP,AJMQUVV,25,63.793103448275865,66.07142857142857,94.87179487179486,77.89473684210526
MNAR_m,MLP,A4G0044,05,95.1219512195122,97.5,97.5,97.5
